title,main_genre,runtime,vote_average,imdb_id,release_date,year
Lowriders,Drama,99.0,7.0,tt1366338,2017-04-28,2017
Heavy Traffic,Animation,76.0,6.6,tt0070165,1973-08-08,1973
Mr. Mike's Mondo Video,Comedy,75.0,4.2,tt0079583,1979-09-20,1979
Cold Hell,Thriller,92.0,6.0,tt5584732,2017-01-19,2017
Day of the Fight,Documentary,13.0,5.4,tt0042384,1951-04-26,1951
Flying Padre,Documentary,9.0,4.7,tt0043548,1951-03-23,1951
George Carlin: On Location at Phoenix,TV Movie,82.0,6.8,tt0249853,1978-07-23,1978
George Carlin: Carlin at Carnegie,Comedy,59.0,7.1,tt0248827,1982-10-10,1982
George Carlin - On Location at USC,TV Movie,85.0,6.9,tt0249854,1977-01-01,1977
George Carlin: Doin' it Again,TV Movie,60.0,7.2,tt0246642,1990-03-23,1990
Carlin on Campus,Comedy,59.0,7.2,tt0248828,1984-04-18,1984
You Can't Cheat an Honest Man,Comedy,76.0,7.0,tt0032152,1939-02-17,1939
Poppy,Comedy,75.0,8.0,tt0028120,1936-06-17,1936
George Carlin: What Am I Doing in New Jersey?,Comedy,59.0,7.2,tt0246644,1988-06-09,1988
Charlie Murphy: I Will Not Apologize,Comedy,63.0,5.0,tt1441941,2010-01-01,2010
Frankenweenie,Comedy,29.0,6.7,tt0087291,1984-12-14,1984
The Dark Tapes,Horror,98.0,5.0,tt5068650,2017-04-17,2017
Chasing Two Hares,Comedy,77.0,7.1,tt0055635,1961-12-21,1961
Mythica: The Godslayer,Adventure,118.0,5.3,tt5327922,2016-12-17,2016
The Imp,Horror,0.0,7.2,tt0083347,1981-11-05,1981
Beyond Skyline,Action,0.0,0.0,tt1724970,2017-10-20,2017
Punching Henry,Comedy,98.0,6.2,tt4283414,2017-02-24,2017
Shake! Otis at Monterey,Documentary,19.0,6.9,tt0093951,1987-10-16,1987
The Time Travelers,Science Fiction,82.0,5.7,tt0058659,1964-10-29,1964
Cry Wilderness,Fantasy,93.0,2.6,tt0126848,1987-02-01,1987
They Call Me Macho Woman,Action,81.0,4.3,tt0098467,1991-01-01,1991
Mars and April,Drama,90.0,6.5,tt1638277,2012-10-05,2012
Isolation,Action,86.0,6.4,tt4287348,2015-10-31,2015
Supervention,Documentary,99.0,6.7,tt3309038,2013-10-24,2013
Sam Was Here,Horror,75.0,5.0,tt5736592,2016-09-27,2016
How to Be a Latin Lover,Comedy,115.0,6.1,tt4795124,2017-04-28,2017
Ninja Bachelor Party,Comedy,30.0,6.0,tt0277187,1991-01-01,1991
The Trip to Spain,Drama,115.0,7.0,tt6193424,2017-08-31,2017
Phobia 2,Thriller,125.0,6.2,tt1521846,2009-09-23,2009
Laddaland,Horror,117.0,6.7,tt2063782,2011-04-28,2011
Countdown,Thriller,90.0,5.6,tt2603308,2012-12-19,2012
Wound,Fantasy,76.0,2.0,tt1663956,2010-07-26,2010
Malibu Express,Action,101.0,4.9,tt0089539,1985-03-01,1985
Picasso Trigger,Action,99.0,4.1,tt0095867,1988-02-01,1988
Savage Beach,Action,92.0,5.4,tt0098257,1989-10-01,1989
Guns,Action,96.0,4.4,tt0099720,1990-11-09,1990
Nobody Speak: Trials of the Free Press,Documentary,105.0,5.5,tt6333064,2017-01-24,2017
Brigsby Bear,Comedy,100.0,7.0,tt5805752,2017-07-27,2017
Little Angels,Documentary,85.0,0.0,tt5132170,2015-09-24,2015
Bianca,Drama,96.0,7.8,tt0085240,1984-02-23,1984
Lucas Brothers: On Drugs,Comedy,49.0,6.3,tt6218048,2017-04-18,2017
Tramps,Comedy,82.0,6.4,tt4991512,2016-09-10,2016
I Am Heath Ledger,Documentary,90.0,7.5,tt6739646,2017-04-23,2017
"Lewis Black: Red, White & Screwed",Comedy,75.0,5.5,tt0814187,2006-06-10,2006
Lewis Black: Old Yeller - Live at the Borgata,Comedy,60.0,6.6,tt3091320,2013-08-24,2013
Lewis Black: In God We Rust,Comedy,59.0,7.0,tt2271387,2012-03-17,2012
Lewis Black:  Black on Broadway,Comedy,58.0,5.3,tt0414224,2004-05-14,2004
Robin Williams: A Night at the Met,Comedy,65.0,7.7,tt0196055,1986-08-09,1986
Stewart Lee: Stand-Up Comedian,Comedy,78.0,7.0,tt0497531,2005-10-17,2005
Katt Williams: Live,Comedy,86.0,8.0,tt0810410,2006-09-26,2006
Katt Williams: American Hustle,Comedy,90.0,4.3,tt1135090,2007-01-01,2007
Katt Williams: It's Pimpin Pimpin,Comedy,77.0,6.4,tt1323575,2008-11-11,2008
Doug Stanhope: Deadbeat Hero,Comedy,95.0,7.0,tt0814086,2004-08-24,2004
Doug Stanhope: No Refunds,Comedy,61.0,7.6,tt1047610,2007-08-03,2007
DJ Q.bert's Wave Twisters,Music,46.0,7.1,tt0291559,2001-01-23,2001
Angels' Brigade,Action,97.0,3.4,tt0078778,1979-01-01,1979
Blessing Bell,Comedy,87.0,7.0,tt0358559,2003-11-22,2003
Killing Reagan,Drama,100.0,6.8,tt5059126,2016-10-16,2016
Origin,Action,93.0,6.0,tt3974320,2016-10-21,2016
Sand Castle,Drama,113.0,6.3,tt2582576,2017-04-21,2017
Dual,Drama,102.0,7.9,tt2917916,2013-08-22,2013
Al Capone: Icon,Documentary,55.0,7.0,tt4009232,2014-07-22,2014
Slam,Comedy,100.0,5.9,tt4379536,2016-11-20,2016
Santo vs. the Zombies,Horror,85.0,2.0,tt0055409,1961-01-02,1961
Mifune: The Last Samurai,Documentary,80.0,7.6,tt4000670,2016-11-25,2016
Cold Harbour,Thriller,93.0,2.7,tt2396369,2014-07-25,2014
The Work of Director Chris Cunningham,Music,200.0,8.8,tt0386123,2003-10-22,2003
The Jacksons: An American Dream,Drama,240.0,4.9,tt0104541,1992-11-15,1992
Bill Hicks: It's Just a Ride,Documentary,41.0,8.0,tt2287418,1994-06-18,1994
Moontrap: Target Earth,Action,81.0,4.0,tt3705822,2017-02-07,2017
Bear Island,Mystery,118.0,6.0,tt0078836,1979-12-05,1979
Uncertain,Documentary,82.0,5.0,tt2630352,2017-03-09,2017
Spin,Drama,8.0,6.5,tt0479164,2005-01-01,2005
Lil Rel: RELevent,Comedy,42.0,8.0,tt4613910,2015-09-05,2015
Fire Maidens of Outer Space,Science Fiction,80.0,2.2,tt0046977,1956-07-01,1956
Orson Welles: Shadows & Light,Documentary,56.0,8.0,tt4670972,2015-05-09,2015
Uncle Bob,Documentary,78.0,8.0,tt1943863,2010-06-26,2010
I Need That Record,Documentary,77.0,6.4,tt1274725,2008-05-03,2008
Godspell: A Musical Based on the Gospel According to St. Matthew,Music,103.0,6.7,tt0070121,1973-03-21,1973
Salvador Allende,Documentary,100.0,6.0,tt0418129,2004-09-08,2004
Megafault,TV Movie,90.0,3.4,tt1436432,2009-10-10,2009
"Falco: Damn It, We're Still Alive!",Drama,114.0,5.7,tt0915457,2008-02-07,2008
Shockwave Darkside,Horror,87.0,1.5,tt1972752,2014-08-22,2014
The End of Old Times,Comedy,97.0,7.0,tt0097681,1990-02-01,1990
125 Years Memory,Drama,132.0,8.3,tt3512072,2015-12-05,2015
7 Kocalı Hürmüz,Comedy,0.0,6.7,tt1523583,2009-11-20,2009
Ali Baba ve 7 Cüceler,Adventure,0.0,6.4,tt4728338,2015-11-13,2015
Bizim Aile,Comedy,88.0,7.5,tt0456047,1975-09-07,1975
Çalgı Çengi,Comedy,0.0,7.8,tt1865569,2011-02-18,2011
Firefly,Comedy,84.0,10.0,tt0499305,1975-09-16,1975
En Büyük Şaban,Comedy,95.0,7.3,tt0252414,1983-02-21,1983
Smiling Eyes,Comedy,0.0,9.0,tt0289967,1977-03-01,1977
Hanzo,Comedy,65.0,6.3,tt0252496,1975-04-01,1975
Oh Olsun,Comedy,83.0,7.0,tt0253377,1973-01-01,1973
Salako,Comedy,0.0,6.3,tt0253623,1974-12-12,1974
Tarkan and the Blood of the Vikings,Adventure,86.0,4.4,tt0274932,1971-01-01,1971
Tarzan Rıfkı,Comedy,83.0,6.8,tt0253790,1986-03-12,1986
Tokatçı,Comedy,0.0,7.6,tt0253822,1983-01-01,1983
Tosun Pasha,Comedy,94.0,8.6,tt0253828,1976-01-01,1976
The Trial,Comedy,0.0,5.3,tt1264115,2010-09-10,2010
Last Call for Nowhere,Comedy,90.0,5.9,tt5597946,2016-07-13,2016
Quo Vadis,Drama,170.0,5.2,tt0282108,2001-08-30,2001
A Dark Song,Drama,100.0,6.4,tt4805316,2016-10-14,2016
Touch of the Light,Drama,110.0,7.2,tt2368920,2012-09-21,2012
"Have Fun, Vasya!",Comedy,90.0,7.2,tt5161058,2017-02-16,2017
The Heart of the Game,Documentary,97.0,0.0,tt0478166,2005-01-01,2005
The Fog,Drama,151.0,5.7,tt2720566,2010-05-09,2010
Horoscope for Good Luck,Comedy,95.0,5.0,tt4871022,2015-07-16,2015
Fabricated City,Action,126.0,7.8,tt6399158,2017-02-09,2017
My Annoying Brother,Drama,110.0,8.4,tt6388082,2016-11-24,2016
Lost in the Barrens,Drama,91.0,0.0,tt0100058,1990-01-01,1990
Revenge of the Creature,Horror,82.0,5.7,tt0048554,1955-07-22,1955
"The Execution of Mary, Queen of Scots",History,1.0,6.4,tt0132134,1895-08-28,1895
The Haunted Castle,Fantasy,3.0,6.7,tt0000091,1896-12-24,1896
The Age of Shadows,Action,140.0,7.7,tt4914580,2016-09-07,2016
The Barbershop,Documentary,1.0,4.9,tt0229235,1894-01-01,1894
The Diary of Ellen Rimbauer,Drama,88.0,5.2,tt0350811,2003-05-12,2003
Six Degrees of Celebration 5,Comedy,88.0,3.8,tt5840988,2016-12-22,2016
Dangerous Men,Comedy,80.0,2.0,tt0489015,2005-09-23,2005
"Kidnapping, Caucasian Style",Romance,95.0,1.7,tt4537362,2014-08-21,2014
Santa Claus. Battle of Mages,Action,117.0,3.8,tt6011884,2016-12-24,2016
Don't Play the Fool...,Adventure,99.0,4.0,tt0266791,1997-01-01,1997
The Earthquake,Drama,101.0,7.2,tt5270810,2016-12-01,2016
Virtual Nightmare,Science Fiction,86.0,7.0,tt0244290,2000-04-13,2000
Le Jaguar,Adventure,100.0,5.5,tt0116676,1996-10-09,1996
Unlocked,Action,98.0,6.2,tt1734493,2017-04-27,2017
252: Signal of Life,Action,128.0,3.7,tt1260932,2008-12-06,2008
Voice from the Stone,Drama,94.0,5.2,tt1544608,2017-04-28,2017
Cold River,Adventure,94.0,0.0,tt0083741,1982-03-01,1982
Small Crimes,Drama,95.0,5.8,tt5717492,2017-04-28,2017
Terror Firmer,Comedy,114.0,6.3,tt0169299,1999-10-29,1999
On the Milky Road,Comedy,125.0,6.8,tt2800340,2016-02-03,2016
Kappen!,Drama,0.0,9.0,tt5112054,2016-12-15,2016
Honeycomb,Drama,102.0,0.0,tt0064620,1969-07-14,1969
Summer School Teachers,Comedy,85.0,5.0,tt0073764,1974-08-01,1974
Inseparable,Drama,120.0,5.5,tt2934916,2013-04-27,2013
305,Comedy,84.0,3.3,tt1212399,2008-07-08,2008
The Suckling,Horror,89.0,3.1,tt0140581,1990-01-01,1990
A Place in the World,Drama,126.0,3.5,tt0288624,2001-06-12,2001
Smokers,Action,93.0,3.0,tt1176458,2008-03-24,2008
Darling,Drama,152.0,4.9,tt1649303,2010-04-23,2010
The Rise and Fall of a Jungle Giant,Documentary,6.0,0.0,tt3174412,1958-01-01,1958
Command and Control,Documentary,92.0,5.1,tt5598206,2016-09-14,2016
David Lean and His Dedicated Maniacs,Documentary,29.0,0.0,tt1523274,2009-10-03,2009
Down House,Comedy,80.0,5.9,tt0255958,2001-06-06,2001
S.S.D.,Thriller,110.0,4.5,tt1329231,2008-09-04,2008
The Best Movie 3-DE,Comedy,102.0,3.0,tt1796603,2011-01-19,2011
InAlienable,Action,106.0,2.3,tt1027874,2008-01-19,2008
The New Year's Rate Plan,Romance,86.0,5.6,tt1373243,2008-12-04,2008
"I Lived, But...",Documentary,123.0,7.0,tt0326963,1983-10-29,1983
Classmates,Romance,80.0,4.1,tt5526660,2016-06-16,2016
The Bartender,Comedy,100.0,5.4,tt4457820,2015-06-18,2015
Superbad,Comedy,75.0,4.0,tt5529120,2016-10-13,2016
The Best Day Ever,Comedy,112.0,5.5,tt5083604,2015-12-24,2015
The Pickaninny Dance from the “Passing Show”,Documentary,1.0,6.0,tt0285903,1894-05-16,1894
Cheech & Chong's Hey Watch This,Documentary,83.0,6.1,tt1323598,2010-04-20,2010
Perfect Harmony,Drama,89.0,3.0,tt0102653,1991-03-31,1991
Гонгофер,Adventure,0.0,4.5,tt0361661,1992-01-01,1992
Carol's Journey,Drama,100.0,7.0,tt0331701,2002-09-06,2002
Wild Style,Drama,82.0,5.8,tt0084904,1983-03-18,1983
The Truth About Jane,Drama,87.0,5.8,tt0256459,2000-08-07,2000
Sweet Rain: Accuracy of Death,Comedy,113.0,7.3,tt1067086,2008-04-22,2008
Rising Fear,Action,94.0,6.3,tt3006588,2016-05-30,2016
The Hidden II,Crime,91.0,2.6,tt0110022,1993-09-06,1993
A Few Less Men,Comedy,96.0,5.2,tt3784652,2017-03-09,2017
You're So Cupid,Fantasy,93.0,4.8,tt1464606,2010-11-06,2010
Countdown,Action,105.0,6.5,tt0415940,2004-12-09,2004
Karl Marx City,Documentary,89.0,8.0,tt5952526,2016-10-14,2016
Bottom of the World,Drama,85.0,5.5,tt2337841,2017-03-31,2017
Stratton,Action,94.0,4.8,tt3567666,2017-07-06,2017
Убить дракона,Drama,123.0,6.1,tt0096329,1988-01-01,1988
The Ornithologist,Adventure,118.0,6.5,tt4929038,2016-10-05,2016
Bad Girl,Thriller,99.0,8.0,tt3598108,2016-08-11,2016
The Lovers,Comedy,94.0,5.4,tt5770620,2017-05-05,2017
Baahubali 2: The Conclusion,Action,161.0,6.7,tt4849438,2017-04-27,2017
The Star,War,97.0,5.0,tt0326450,2002-05-06,2002
Binky Nelson Unpacified,Family,4.0,5.7,tt5242320,2015-11-04,2015
Warm Summer Rain,Drama,82.0,4.9,tt0098623,1989-04-24,1989
Tomato Red,Drama,112.0,8.0,tt4927984,2017-02-24,2017
Taking Earth,Science Fiction,0.0,5.0,tt4290974,2017-05-01,2017
The Virgin's Bed,Fantasy,114.0,6.0,tt0064593,1969-01-01,1969
Pet Fooled,Documentary,70.0,7.3,tt5700496,2016-05-06,2016
Maria Bamford: Old Baby,Comedy,64.0,6.4,tt6264596,2017-05-02,2017
Sam Kinison: Breaking the Rules,Comedy,50.0,6.6,tt0307403,1987-04-17,1987
Sam Kinison: Family Entertainment Hour,Comedy,49.0,2.0,tt0249934,1991-01-01,1991
"Richard Pryor: I Ain't Dead Yet, #*%$#@!!",Comedy,40.0,0.0,tt0435724,2003-01-01,2003
Jimi Plays Berkeley,Music,55.0,4.8,tt0245184,2012-07-10,2012
Devo: The Complete Truth About De-Evolution,Music,90.0,0.0,tt0449880,1993-11-19,1993
Pink Floyd: Live at Pompeii,Music,85.0,8.3,tt0069090,1972-08-31,1972
National Lampoon Presents Electric Apricot: Quest for Festeroo,Comedy,92.0,6.3,tt0482499,2007-11-09,2007
Redneck Zombies,Horror,84.0,5.0,tt0093833,1989-02-14,1989
Night Nurses,Comedy,95.0,3.0,tt1040025,2007-11-29,2007
Final Offer,Documentary,79.0,0.0,tt0089144,1985-11-26,1985
Dead Kennedys: The Early Years,Music,30.0,0.0,tt0301164,1987-01-01,1987
Paul Mooney: Analyzing White America,Comedy,58.0,4.3,tt0347752,2002-01-01,2002
Fat Stupid Rabbit,Drama,0.0,3.9,tt1297429,2007-03-29,2007
Steven Wright: When the Leaves Blow Away,Comedy,78.0,5.6,tt0885522,2006-10-21,2006
Lenny Bruce in 'Lenny Bruce',Documentary,60.0,7.0,tt0070302,1967-03-19,1967
Asssscat,Comedy,120.0,4.8,tt1227538,2007-03-24,2007
P,Horror,110.0,5.2,tt0449629,2005-01-01,2005
Weed,Documentary,97.0,0.0,tt0218716,1972-04-01,1972
Sam Kinison: Why Did We Laugh?,Documentary,90.0,0.0,tt0174180,1998-01-01,1998
Andrew Dice Clay: One Night with Dice,Comedy,45.0,0.0,tt0249356,1987-05-16,1987
Larry Flynt: The Right to Be Left Alone,Documentary,0.0,5.0,tt1127888,2007-01-01,2007
Cocaine: One Man's Seduction,Drama,97.0,0.0,tt0085350,1983-08-08,1983
Sacco and Vanzetti,Documentary,80.0,0.0,tt0805604,2006-04-06,2006
Dana Gould: Let Me Put My Thoughts in You,Comedy,75.0,7.0,tt1391890,2009-03-14,2009
Last Woman on Earth,Mystery,71.0,4.5,tt0054017,1960-08-05,1960
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,Comedy,117.0,5.6,tt4191702,2017-04-14,2017
Dana Carvey: Critics' Choice,Comedy,60.0,5.8,tt0236135,1995-10-14,1995
An Ox's Tale: The John Entwistle Story,Documentary,78.0,0.0,tt0479973,2006-08-22,2006
Robin Williams: Live on Broadway,Comedy,99.0,7.2,tt0330829,2002-07-14,2002
The Wizard of Gore,Horror,95.0,5.1,tt0066578,1970-10-23,1970
Heaven and Hell,Action,98.0,5.3,tt0080621,1980-01-18,1980
The Death of Louis XIV,Drama,105.0,7.1,tt5129510,2016-11-02,2016
Country of the Deaf,Drama,0.0,6.7,tt0143907,1998-04-06,1998
Den radio,TV Movie,0.0,9.0,tt5952180,2001-03-24,2001
Titeuf,Animation,0.0,5.5,tt1757912,2011-04-06,2011
"Gahan Wilson: Born Dead, Still Weird",Documentary,85.0,0.0,tt3225948,2013-10-11,2013
Lurking Fear,Horror,98.0,4.3,tt0110410,1994-07-27,1994
The Lighthouse of the Orcas,Romance,110.0,6.9,tt4944658,2016-12-16,2016
Human Target,Action,82.0,5.0,tt2860568,1990-06-06,1990
A.P.E.X.,Science Fiction,98.0,5.0,tt0109144,1994-02-01,1994
Mother,Drama,157.0,6.5,tt0102421,1991-11-27,1991
Wushu,Action,104.0,5.0,tt0790786,2008-10-23,2008
Moontrap,Horror,92.0,4.8,tt0097911,1989-04-28,1989
The Irony of Fate. The Sequel,Comedy,125.0,4.7,tt0987918,2007-12-21,2007
The Best Movie,Comedy,105.0,3.4,tt1179067,2008-01-23,2008
Practical Joke,Family,84.0,5.4,tt1440278,2008-05-22,2008
Nuvvostanante Nenoddantana,Drama,0.0,5.6,tt0455663,2005-01-14,2005
Tale in the Darkness,Drama,72.0,6.4,tt1426384,2009-09-10,2009
Kabhi Alvida Naa Kehna,Drama,193.0,6.1,tt0449999,2006-08-11,2006
Showdown at Area 51,Science Fiction,96.0,4.3,tt0854667,2007-01-01,2007
"Dzhentlmeny, Udachi!",Comedy,96.0,4.4,tt2592464,2012-12-26,2012
"SuperManager, or Hack of the Fate",Comedy,82.0,4.0,tt1844048,2011-05-19,2011
Scrat's Continental Crack-Up: Part 2,Animation,3.0,6.7,tt2115386,2011-11-16,2011
Munna Bhai M.B.B.S.,Comedy,135.0,7.3,tt0374887,2003-12-19,2003
Wet and Reckless,Comedy,87.0,3.0,tt2229497,2014-04-08,2014
Seizure,Horror,85.0,0.0,tt5241534,2017-04-11,2017
Amityville: The Awakening,Thriller,85.0,5.8,tt1935897,2017-06-30,2017
The Beguiled,Drama,93.0,5.8,tt5592248,2017-06-23,2017
The Reagan Show,Documentary,75.0,10.0,tt6710658,2017-04-22,2017
Baby Driver,Action,113.0,7.2,tt3890160,2017-06-28,2017
Okja,Adventure,121.0,7.7,tt3967856,2017-05-19,2017
Men Behind the Sun,War,105.0,6.1,tt0093170,1988-12-01,1988
Isle of Flowers,Documentary,13.0,7.8,tt0097564,1989-09-06,1989
My Uncle Killed a Guy,Adventure,87.0,5.7,tt0416979,2004-12-12,2004
Desmundo,Drama,101.0,9.0,tt0293086,2002-11-08,2002
Club of the Laid Off,Animation,25.0,6.8,tt0777905,1989-01-01,1989
Holy Year,Comedy,85.0,7.2,tt0074146,1976-04-23,1976
Glass,Documentary,11.0,8.2,tt0052852,1958-01-01,1958
Tank 432,Thriller,84.0,4.6,tt4475992,2015-10-24,2015
The Stationmaster's Wife,Drama,112.0,6.7,tt0075776,1977-07-31,1977
After This Our Exile,Drama,159.0,5.9,tt0768114,2006-10-15,2006
Innocence Unprotected,Drama,75.0,7.0,tt0063342,1968-11-12,1968
People of the Mountains,Drama,88.0,9.0,tt0034701,1942-02-28,1942
The Fall of Berlin,Drama,167.0,5.0,tt0041727,1949-12-25,1949
Range 15,Horror,89.0,4.8,tt4687276,2016-06-15,2016
Asylum of Darkness,Horror,117.0,6.8,tt6357202,2017-04-10,2017
We Go On,Drama,90.0,5.6,tt3904278,2016-03-05,2016
Lady Bloodfight,Action,97.0,5.1,tt4327752,2016-11-11,2016
Caedes,Comedy,0.0,5.5,tt3367250,2015-10-15,2015
Daemonium: Soldier of the Underworld,Science Fiction,120.0,4.0,tt5165936,2015-11-05,2015
Embassy,Comedy,105.0,4.5,tt3273632,2013-10-18,2013
Buck Wild,Comedy,90.0,4.3,tt1839426,2013-04-01,2013
Wrath of the Crows,Horror,90.0,4.8,tt2070897,2013-05-01,2013
Outpost: Rise of the Spetsnaz,Action,87.0,4.9,tt2241403,2013-06-26,2013
The Enemy,Drama,108.0,6.8,tt1517225,2011-03-22,2011
3-D Sex and Zen: Extreme Ecstasy,Drama,118.0,3.9,tt1365048,2011-04-14,2011
Kołysanka,Horror,95.0,5.4,tt1623753,2010-02-12,2010
The Kopeck,Comedy,115.0,4.6,tt0322988,2002-06-07,2002
Harry Price: Ghost Hunter,Drama,90.0,5.4,tt4974584,2015-12-27,2015
Surviving Life (Theory and Practice),Animation,105.0,6.3,tt1352765,2010-09-16,2010
Dunno on the Moon,Adventure,151.0,7.0,tt0219207,1997-05-01,1997
Breakfast on the Grass,Adventure,135.0,0.0,tt3084568,1979-06-06,1979
Food and Shelter,Drama,0.0,5.5,tt4572998,2015-12-04,2015
Mirror for a Hero,Drama,139.0,5.2,tt0094371,1987-12-13,1987
Wandering Sagittarius,Romance,96.0,1.0,tt0108235,1993-06-06,1993
Without Family,Family,163.0,0.0,tt0166097,1984-06-06,1984
Into the Mirror,Crime,113.0,6.1,tt0372937,2003-08-14,2003
Parasite Eve,Romance,120.0,5.9,tt0119860,1997-01-01,1997
Dancehall Queen,Drama,98.0,7.8,tt0127497,1997-10-10,1997
The Stone Raft,Fantasy,117.0,5.6,tt0175203,2002-09-19,2002
O Delfim,Drama,88.0,6.3,tt0175557,2002-03-13,2002
A Bee in the Rain,Drama,66.0,6.2,tt0066739,1972-04-13,1972
Setoutsumi,Comedy,75.0,8.0,tt4934870,2016-07-02,2016
The Patrol,Drama,85.0,3.5,tt2101507,2013-10-04,2013
Rough Night,Drama,101.0,5.6,tt4799050,2017-06-15,2017
Realive,Science Fiction,112.0,5.8,tt4074928,2016-12-13,2016
Catching the Sun,Documentary,90.0,0.0,tt1698654,2015-06-12,2015
Warhouse,Horror,82.0,3.2,tt2112331,2013-10-28,2013
Time Chasers,Romance,89.0,2.7,tt0145529,1994-03-17,1994
I Accuse My Parents,Drama,68.0,2.9,tt0037798,1944-10-27,1944
Hidden Kisses,Drama,87.0,7.5,tt5572566,2016-08-24,2016
Mindhorn,Comedy,89.0,6.4,tt4799064,2017-05-05,2017
Baptism of Blood,Thriller,110.0,7.7,tt0478978,2006-01-01,2006
3 Times a Charm,Comedy,87.0,4.9,tt1718998,2011-01-01,2011
The Night Watchmen,Comedy,90.0,4.4,tt4102722,2016-09-01,2016
Oasis,TV Movie,60.0,7.0,tt6268052,2017-03-17,2017
Generation Iron 2,Documentary,106.0,8.3,tt6263642,2017-05-12,2017
Phoenix,Science Fiction,90.0,3.0,tt0114125,1995-01-01,1995
Miss Saigon: 25th Anniversary,Drama,144.0,8.9,tt6162808,2016-09-22,2016
They Killed Sister Dorothy,Documentary,94.0,0.0,tt1183701,2008-01-01,2008
100 Women,Comedy,98.0,4.7,tt0265010,2002-10-18,2002
Florida Man,Documentary,49.0,7.3,tt4427840,2015-02-04,2015
Love and Lies,Family,90.0,6.4,tt0153489,1980-06-06,1980
Much Ado About Nothing,Drama,94.0,6.5,tt4650738,2016-09-01,2016
The Shadow Effect,Science Fiction,93.0,5.0,tt5044656,2017-05-02,2017
"Eadweard Muybridge, Zoopraxographer",Documentary,59.0,7.0,tt0071454,1974-01-01,1974
Commando 2: The Black Money Trail,Action,123.0,5.6,tt5954088,2017-03-02,2017
The Last Tycoon,Drama,118.0,6.2,tt2458314,2012-12-22,2012
Dark Streets,Drama,83.0,3.0,tt0772165,2008-12-12,2008
Mystère à la Tour Eiffel,Mystery,86.0,7.8,tt4471456,2015-09-11,2015
The Answer,Action,83.0,5.0,tt2484224,2015-04-11,2015
Battlefield Death Tales,War,87.0,2.5,tt2218924,2012-08-13,2012
Design of Death,Mystery,108.0,7.0,tt2290645,2012-04-28,2012
Hounds of Love,Crime,108.0,6.1,tt3896738,2016-10-07,2016
Nick Cave and The Bad Seeds: God Is in the House,Music,140.0,5.5,tt0400687,2001-01-01,2001
Shark Killer,Action,0.0,5.8,tt4025594,2015-03-23,2015
Teli and Toli,Romance,77.0,4.0,tt6001712,2016-09-01,2016
Monster High: Electrified,Family,72.0,6.9,tt6536944,2017-04-04,2017
"Monster High: Boo York, Boo York",Animation,72.0,7.3,tt4779496,2015-10-19,2015
Monster High: 13 Wishes,Family,73.0,6.4,tt3159812,2013-10-08,2013
Monster High: Welcome to Monster High,Animation,73.0,5.9,tt5898034,2016-08-27,2016
Monster High: Haunted,Animation,75.0,7.0,tt4137924,2015-03-02,2015
Monster High: Fright On!,Family,0.0,5.8,tt3791266,2011-10-31,2011
Monster High: Freaky Fusion,Animation,0.0,6.7,tt3824344,2014-10-06,2014
Monster High: Friday Night Frights,Animation,46.0,6.0,tt2650548,2013-02-01,2013
"Monster High: Frights, Camera, Action!",Family,72.0,6.4,tt3565904,2014-03-25,2014
Monster High: Escape from Skull Shores,Animation,45.0,6.3,tt2395337,2012-02-16,2012
Monster High: Why Do Ghouls Fall in Love?,Fantasy,45.0,5.9,tt2168938,2011-12-21,2011
Monster High: Ghouls Rule,Animation,70.0,6.6,tt2446108,2012-10-09,2012
For a Few Bullets,Comedy,115.0,7.0,tt5882704,2016-07-15,2016
Bleeding Hearts,Horror,0.0,2.0,tt2622294,2013-06-01,2013
In the Forests of Siberia,Drama,105.0,7.3,tt4643432,2016-06-15,2016
LoveDeath,Action,158.0,7.0,tt0499518,2006-02-24,2006
Sars Wars: Bangkok Zombie Crisis,Action,95.0,5.7,tt0470402,2004-12-16,2004
"Wax, or the Discovery of Television Among the Bees",Documentary,85.0,2.5,tt0105791,1991-10-21,1991
"In the Meantime, Darling",Comedy,72.0,5.0,tt0036955,1944-09-22,1944
Spider-Plant Man,Comedy,15.0,5.5,tt0460946,2005-03-11,2005
You Were Meant for Me,Music,92.0,6.0,tt0040983,1948-01-28,1948
Patti Cake$,Drama,108.0,6.9,tt6288250,2017-08-18,2017
Ed Gein,Crime,89.0,4.8,tt0230169,2000-11-17,2000
A Letter for Evie,Romance,89.0,7.0,tt0037870,1946-01-28,1946
The Dream of a Ridiculous Man,Animation,20.0,6.2,tt0475730,1992-11-01,1992
World Cinema,Comedy,3.0,0.0,tt5747464,2007-05-20,2007
Moonlight Tariff,Comedy,93.0,5.0,tt0264917,2001-10-25,2001
Urok literatury,Comedy,75.0,7.0,tt0063752,1968-01-01,1968
23 Blast,Drama,98.0,6.1,tt2304459,2014-10-24,2014
Loveless,Drama,128.0,7.8,tt6304162,2017-06-01,2017
Dig Two Graves,Mystery,85.0,5.3,tt2633076,2014-10-17,2014
Stefan Zweig: Farewell to Europe,Drama,106.0,7.3,tt3397160,2016-06-02,2016
Metamorphosis,Fantasy,80.0,1.0,tt0328279,2003-01-01,2003
Hatred,War,150.0,7.8,tt6068960,2016-10-07,2016
Mommies,Comedy,102.0,5.1,tt2258465,2012-03-01,2012
